54	6.5	3
55	6.5	3
56	5.85	3
55	8.45	114
56	5.85	115
57	10.4	116
58	10.4	117
59	12.35	118
60	20.15	119
61	10.4	120
62	7.15	121
47	3.25	105
48	5.85	105
49	1.95	105
50	1.95	105
51	5.2	105
52	3.9	105
53	1.95	105
54	4.55	105
55	1.95	105
56	2.6	105
57	3.9	105
58	3.25	105
59	3.25	105
60	3.25	105
61	3.25	105
62	4.55	105
47	9.1	122
48	6.5	123
49	3.9	123
50	9.75	124
51	3.25	106
52	5.2	106
53	5.2	106
54	9.1	106
55	4.55	106
56	5.2	106
57	3.9	106
58	4.55	106
59	7.8	106
60	4.55	106
61	3.9	106
62	3.9	106
51	9.1	125
52	9.75	126
53	6.5	127
54	7.8	127
55	7.15	128
56	5.2	129
57	11.05	130
58	7.15	131
49	4.55	107
50	6.5	107
51	5.2	107
52	4.55	107
53	4.55	107
54	5.2	107
55	5.2	107
56	5.85	107
57	4.55	107
58	5.2	107
59	5.2	107
60	5.85	107
61	4.55	107
62	5.85	107
59	11.7	132
60	11.05	133
61	3.9	134
62	3.9	134
47	11.7	135
48	9.1	136
79	8.45	1
70	7.15	1
71	9.75	1
72	9.75	1
75	11.05	1
74	9.1	1
77	5.85	1
76	7.8	1
73	9.75	1
78	9.1	1
63	10.4	137
64	9.75	138
65	13	139
66	13.65	140
67	17.55	141
68	9.75	142
69	13	143
70	13	144
71	9.75	145
72	14.3	146
63	7.8	3
64	7.15	3
65	7.15	3
66	7.15	3
67	7.8	3
68	7.8	3
69	6.5	3
70	7.15	3
71	7.8	3
72	7.15	3
73	5.85	3
74	5.85	3
75	5.2	3
76	7.8	3
77	7.8	3
78	5.85	3
73	8.45	147
74	10.4	148
75	10.4	149
76	9.1	150
77	14.3	151
78	9.75	152
79	4.55	3
63	3.9	153
65	2.6	153
63	10.4	154
64	9.75	155
65	10.4	156
66	12.35	157
67	12.35	158
66	9.75	153
67	8.45	153
68	8.45	153
69	4.55	153
70	5.85	153
71	6.5	153
72	4.55	153
67	7.8	159
70	12.35	160
71	9.75	161
72	11.7	162
73	10.4	163
74	6.5	163
75	9.1	163
76	10.4	163
77	10.4	163
78	9.1	163
79	9.75	163
64	9.1	163
65	7.8	163
66	9.1	163
67	7.15	163
68	7.15	163
69	9.1	163
70	6.5	163
73	8.45	164
74	7.15	164
75	6.5	164
76	13	164
77	9.75	164
78	10.4	164
71	7.15	165
72	7.8	165
73	8.45	165
74	5.85	165
75	5.2	165
76	5.85	165
77	6.5	165
78	7.15	165
79	8.45	165
64	8.45	165
79	7.8	166
64	9.1	167
65	17.55	168
66	17.55	168
67	15.6	169
68	9.1	170
69	6.5	171
70	6.5	171
71	6.5	171
72	6.5	171
91	6.5	1
92	7.15	1
93	9.1	1
94	7.8	1
95	7.8	1
96	7.15	1
97	9.1	1
98	9.1	1
99	7.15	1
100	9.75	1
101	7.8	1
102	5.85	1
103	5.85	1
104	6.5	1
105	7.15	1
80	9.1	1
81	13	172
82	9.75	173
83	6.5	174
84	17.55	175
85	13.65	176
86	16.25	177
87	7.8	178
88	18.85	179
81	7.8	3
82	6.5	3
83	9.75	3
84	7.15	3
85	7.8	3
86	9.1	3
87	8.45	3
88	7.15	3
89	7.8	3
90	7.8	3
91	7.15	3
92	8.45	3
93	7.15	3
94	9.1	3
95	7.8	3
96	9.1	3
97	9.1	3
98	11.05	3
99	11.05	3
100	9.75	3
101	10.4	3
102	9.1	3
103	11.7	3
104	9.1	3
105	6.5	3
80	11.05	3
89	6.5	180
90	4.55	180
91	11.05	180
92	9.75	180
93	17.55	181
94	14.3	182
95	18.2	182
96	6.5	182
97	5.85	182
98	7.15	182
99	13.65	183
100	16.25	184
101	7.15	185
102	7.8	185
81	7.8	186
82	5.2	186
83	4.55	186
84	4.55	186
85	5.2	186
86	3.25	186
87	5.2	186
88	4.55	186
89	6.5	186
90	8.45	186
91	5.2	186
92	9.1	186
93	7.8	186
94	9.1	186
95	7.15	186
96	7.15	186
103	9.1	187
104	9.1	187
105	9.1	187
80	11.05	188
81	9.1	189
82	8.45	190
83	11.7	191
84	9.75	192
85	9.75	192
86	11.7	192
87	5.85	192
88	10.4	192
97	7.8	193
98	7.15	193
99	5.2	193
100	9.75	193
101	10.4	193
102	7.8	193
103	8.45	193
104	6.5	193
105	7.15	193
80	8.45	193
81	5.85	193
82	7.15	193
83	8.45	193
84	6.5	193
89	10.4	194
90	12.35	195
91	6.5	196
92	14.3	197
93	8.45	198
94	7.8	198
95	9.1	198
96	14.3	199
85	3.25	200
86	4.55	200
87	4.55	200
88	9.1	200
89	9.75	200
90	8.45	200
91	8.45	200
92	8.45	200
93	8.45	200
94	7.15	200
95	8.45	200
97	18.85	201
98	20.8	202
99	6.5	203
100	6.5	203
101	5.85	203
102	5.85	203
103	13.65	204
104	10.4	205
129	7.8	1
106	6.5	1
107	5.85	1
108	4.55	1
109	5.85	1
110	6.5	1
111	8.45	1
112	11.05	1
113	6.5	1
114	7.8	1
115	6.5	206
116	13.65	207
117	9.75	208
118	14.95	209
119	9.1	210
120	6.5	210
121	9.75	210
122	7.8	210
129	7.15	3
106	6.5	3
107	3.25	3
108	5.2	3
109	4.55	3
110	5.2	3
111	5.2	3
112	3.9	3
113	5.2	3
114	6.5	3
115	5.2	3
116	5.85	3
117	5.85	3
118	6.5	3
119	5.85	3
120	7.8	3
121	5.2	3
122	3.25	3
123	5.2	3
124	5.2	3
125	5.85	3
126	6.5	3
127	6.5	3
128	4.55	3
123	7.15	211
124	4.55	211
125	3.9	211
126	8.45	212
127	4.55	212
128	4.55	213
129	8.45	213
106	3.9	214
107	3.25	214
108	9.1	214
109	8.45	215
110	5.85	215
111	5.2	215
112	8.45	215
113	5.85	215
114	6.5	215
115	5.2	215
116	5.85	215
117	9.1	215
118	5.85	215
119	9.75	216
120	5.2	217
121	6.5	217
122	9.75	218
123	11.05	219
124	11.05	220
125	7.8	221
126	9.1	222
127	3.9	223
128	4.55	223
129	5.85	224
106	6.5	224
107	4.55	224
108	6.5	224
109	5.2	224
110	7.15	224
111	6.5	224
112	5.85	224
113	6.5	224
114	5.85	224
115	7.8	224
116	6.5	224
117	7.8	224
118	7.15	224
119	6.5	224
120	7.8	224
121	5.2	224
122	5.85	224
123	3.9	224
124	6.5	224
125	5.85	225
126	7.8	226
127	8.45	227
128	7.8	228
129	7.15	228
106	9.1	229
107	8.45	230
108	7.8	231
109	7.15	231
110	7.8	232
111	7.15	233
112	7.8	233
113	8.45	233
114	5.85	233
115	4.55	233
116	8.45	233
117	5.85	233
118	5.85	233
119	7.15	233
120	6.5	233
121	7.15	233
122	5.85	233
123	7.15	233
124	5.85	233
125	7.15	233
126	5.85	233
127	7.15	234
128	10.4	235
129	12.35	236
106	13.65	237
107	11.7	238
108	10.4	239
109	13.65	240
110	13	241
111	12.35	242
112	7.15	243
113	11.7	244
114	10.4	245
115	10.4	246
116	8.45	247
